10000.0,192.4
20000.0,186.7
30000.0,177.6
40000.0,179.2
50000.0,173.1
60000.0,172.5
70000.0,173.2
80000.0,172.5
90000.0,173.2
100000.0,173.3
110000.0,172.9
120000.0,173.0
130000.0,173.4
140000.0,173.2
150000.0,173.4
160000.0,173.7
170000.0,174.1
180000.0,174.0
190000.0,173.4
200000.0,173.7
210000.0,173.6
220000.0,174.2
230000.0,173.8
240000.0,174.4
250000.0,178.4
260000.0,173.8
270000.0,174.0
280000.0,173.3
290000.0,173.4
300000.0,173.1
310000.0,174.2
320000.0,173.1
330000.0,173.8
340000.0,174.1
350000.0,173.8
360000.0,173.4
370000.0,174.1
380000.0,173.2
390000.0,174.1
400000.0,173.2
410000.0,172.9
420000.0,173.0
430000.0,173.3
440000.0,173.6
450000.0,172.9
460000.0,173.5
470000.0,173.1
480000.0,173.7
490000.0,174.0
500000.0,174.2
