10000.0,127.6
20000.0,120.7
30000.0,112.5
40000.0,110.6
50000.0,110.3
60000.0,109.1
70000.0,106.0
80000.0,113.8
90000.0,110.3
100000.0,114.3
110000.0,109.5
120000.0,111.7
130000.0,112.2
140000.0,112.2
150000.0,112.1
160000.0,110.5
170000.0,109.1
180000.0,108.9
190000.0,110.2
200000.0,112.8
210000.0,109.6
220000.0,112.5
230000.0,106.7
240000.0,105.7
250000.0,106.7
260000.0,107.1
270000.0,105.6
280000.0,106.0
290000.0,106.6
300000.0,105.8
310000.0,106.2
320000.0,106.5
330000.0,106.4
340000.0,107.0
350000.0,106.8
360000.0,106.2
370000.0,107.3
380000.0,106.6
390000.0,106.4
400000.0,106.2
410000.0,108.1
420000.0,108.0
430000.0,107.7
440000.0,108.1
450000.0,105.4
460000.0,106.9
470000.0,106.8
480000.0,105.7
490000.0,107.1
500000.0,106.3
