10000.0,83.4
20000.0,83.9
30000.0,86.6
40000.0,84.7
50000.0,85.0
60000.0,82.7
70000.0,80.9
80000.0,81.3
90000.0,85.0
100000.0,85.4
110000.0,83.5
120000.0,82.2
130000.0,87.1
140000.0,84.5
150000.0,82.5
160000.0,85.1
170000.0,85.6
180000.0,87.3
190000.0,84.5
200000.0,84.7
210000.0,83.5
220000.0,85.7
230000.0,85.2
240000.0,85.9
250000.0,86.9
260000.0,83.5
270000.0,84.0
280000.0,87.8
290000.0,85.2
300000.0,84.2
310000.0,87.7
320000.0,84.7
330000.0,87.5
340000.0,84.3
350000.0,88.3
360000.0,87.4
370000.0,86.0
380000.0,85.5
390000.0,84.6
400000.0,86.6
410000.0,86.2
420000.0,87.8
430000.0,87.4
440000.0,87.9
450000.0,85.5
460000.0,84.8
470000.0,84.7
480000.0,87.5
490000.0,85.5
500000.0,87.9
